1,evolve,進化する
2,motivate,動機を与える
3,isolate,孤立させる
4,memorize,暗記する
5,overwhelm,打ちのめす
6,frustrate,失望させる
7,utilize,利用する
8,accommodate,収容できる
9,infect,感染する
10,spit,つばを吐く
11,rally,呼び集める
12,scramble,よじ登る
13,boycott,参加を拒む
14,glide,滑る
15,peck,つつく
16,blot,汚す
17,ecosystem,生態系
18,viewer,視聴者
19,tablet,錠剤
20,boom,ブーム
21,indicator,指標
22,density,密度
23,microscope,顕微鏡
24,slavery,奴隷制度
25,stimulus,刺激
26,inheritance,相続財産
27,stack,積み重ね
28,rainfall,降雨量
29,subscription,定期購読
30,fitness,健康
31,accountant,会計士
32,hostility,敵意
33,Muslim,イスラム教徒
34,rebellion,反乱
35,librarian,司書
36,inquiry,質問
37,carrier,運搬人
38,framework,枠組み
39,grove,木立
40,fleet,艦隊
41,cartoon,マンガ
42,junk,くず
43,postage,郵送料金
44,taxation,課税
45,cargo,積み荷
46,cluster,房、集団
47,senator,上院議員
48,denial,否定
49,withdrawal,引っ込めること
50,correspondent,特派員
51,proceeding,進行
52,ridge,尾根
53,succession,連続
54,handicap,障害
55,diagram,図
56,banquet,宴会
57,intellect,知性
58,banner,横断幕
59,clause,条項
60,tenant,借家人
61,athletics,運動競技
62,remainder,残り
63,defendant,被告人
64,reasoning,推論
65,online,オンライン上の
66,genetic,遺伝子の
67,aging,高齢化した
68,diverse,多様な
69,ethical,倫理の
70,antarctic,南極の
71,unconscious,意識を失った
72,seasonal,季節の
73,controversial,異論の多い
74,unpredictable,予測できない
75,countless,無数の
76,exclusive,独占的な
77,insufficient,不十分な
78,atmospheric,大気の
79,comparative,比較した
80,persistent,持続する
81,residential,住宅の
82,worthwhile,価値がある
83,energetic,精力的な
84,inadequate,不十分な
85,irresponsible,無責任な
86,troublesome,面倒な
87,solitary,独りぼっちの
88,neighboring,隣接した
89,vicious,悪意がある
90,cooperative,協力的な
91,attentive,注意深い
92,constructive,建設的な
93,explosive,爆発性の
94,plentiful,豊富な
95,immature,未熟な
96,conditional,条件付きの
97,immortal,不死の
98,trustworthy,信頼できる
99,devoted,献身的な
100,disappointing,期待外れの
101,continual,絶え間のない
102,topical,時事の
103,needy,ひどく貧乏な
104,dreadful,傷ましい、ひどい
105,dedicated,打ち込んでいる
106,instructive,ためになる
107,competing,競合する
108,naval,海軍の
109,classified,機密の
110,convincing,説得力のある
111,depressed,元気のない
112,lacking,不足して
113,interact,打ち解ける
114,enhance,高める
115,summarize,要約する
116,embrace,受け入れる
117,distract,そらす
118,enforce,施行する
119,incorporate,取り入れる
120,thrive,繁栄する
121,simplify,簡単にする
122,emit,放出する
123,donate,提供する
124,lessen,減らす
125,reinforce,強める
126,blink,まばたきする
127,discard,捨てる
128,surpass,まさる
129,prescribe,処方する
130,overturn,ひっくり返す
131,comprise,構成される
132,excel,秀でている
133,dictate,命令する
134,enrich,豊かにする
135,administer,運営する
136,precede,先行する
137,induce,誘う
138,skim,すくい取る
139,hinder,妨げる
140,differentiate,区別する
141,prop,もたせかける
142,compensate,埋め合わせをする
143,contradict,矛盾する
144,embark,始める
145,contend,戦う
146,recite,暗証する
147,navigate,航海する
148,uphold,支持する
149,clarify,明らかにする
150,circulate,循環する
151,flush,赤くなる
152,cling,しがみつく
153,deem,考える
154,console,慰める
155,presume,推定する
156,refrain,控える
157,flip,はじき飛ばす
158,formulate,考案する
159,linger,いつまでも残る
160,cherish,大事にする
161,exert,行使する
162,nourish,養う
163,arouse,喚起する
164,conform,従う
165,distort,曲げる
166,glare,にらみつける
167,reckon,憶測する
168,doom,運命づける
169,haul,引っ張る
170,dispatch,派遣する
171,substract,引く
172,manifest,明らかにする
173,foresee,予知する
174,illuminate,照らす
175,cater,仕出しをする
176,coindex,同時に起こる
177,adore,敬愛する
178,bruise,あざをつける
179,concede,認める
180,withstand,抵抗する
181,allege,主張する
182,indulge,ふける
183,bestow,授ける
184,perplex,当惑させる
185,chuckle,くすくす笑う
186,supervise,監督する
187,elevate,持ち上げる
188,certify,証明する
189,intrude,邪魔をする
190,meditate,黙想する
191,divert,方向転換する
192,contemplate,熟考する
193,testify,証言する
194,rot,腐る
195,confer,相談する
196,sip,ちびちび飲む
197,hatch,孵化させる
198,soothe,なだめる
199,subdue,鎮圧する
200,pave,舗装する
201,nominate,推薦する
202,tumble,転がり落ちる
203,amend,修正する
204,lament,悲しむ
205,displace,取って代わる
206,enchant,うっとりさせる
207,pluck,引っ張る
208,wreck,台無しにする
209,toil,こつこつ働く
210,recollect,思い出す
211,reconcile,和解させる
212,forsake,見捨てる
213,commend,褒める
214,stab,突き刺す
215,slant,傾く
216,preside,議長を務める
217,grumble,不平を言う
218,thaw,解ける
219,clutch,ぐいっと握る
220,dazzle,感嘆させる
221,profess,装う
222,wither,しぼむ
223,heed,気をつける
224,paralyze,麻痺させる
225,arctic,北極
226,emission,排出
227,motivation,意欲
228,glacier,氷河
229,bias,先入観
230,pedestrain,歩行者
231,feedback,反応
232,usage,語法
233,incentive,動機
234,interacton,相互作用
235,hypothesis,仮説
236,fabric,布地
237,eyesight,視力
238,thesis,論文
239,regime,政権
240,beverage,飲み物
241,expertise,専門技術
242,textile,織物
243,mainstream,主流
244,staple,主食
245,royalty,印税
246,dormitory,寮
247,commuter,通勤者
248,tribute,賛辞
249,dialect,方言
250,expenditure,費用
251,optimism,楽観主義
252,equator,赤道
253,overview,概観
254,riot,暴動
255,diameter,直径
256,axis,軸
257,teller,金銭出納係
258,delegate,代表
259,exile,亡命
260,timber,材木
261,doctrine,教義
262,souvenir,土産
263,duration,期間
264,latitude,緯度
265,injection,注射
266,fury,激怒
267,vein,静脈
268,dose,服用量
269,toll,通行料
270,geology,地質学
271,catastrophe,大惨事
272,specimen,標本
273,appliance,電化製品
274,oppression,抑圧
275,census,国勢調査
276,fraud,詐欺
277,subsidy,補助金
278,humility,謙遜
279,abolition,廃止
280,ballot,投票
281,threshold,敷居
282,hazard,危険
283,vapor,蒸気
284,petition,請願
285,peninsula,半島
286,agenda,議題
287,outrage,激怒
288,hydrogen,水素
289,lottery,宝くじ
290,warfare,戦争
291,domain,領域
292,criterion,基準
293,anthropology,人類学
294,pulse,脈拍
295,guardian,保護者
296,altitude,高度
297,ecology,生態学
298,friction,不和
299,bid,入札
300,reptile,爬虫類
301,bureaucracy,官僚制度
302,diagnosis,診断
303,predecessor,前任者
304,dismay,狼狽
305,bulletin,会報
306,apprehension,不安
307,merchandise,商品
308,auditorium,講堂
309,wholesale,卸売
310,tyranny,専制政治、圧政
311,compartment,物入れ
312,tariff,関税
313,brochure,案内書
314,surplus,余剰
315,epoch,時代
316,ancestry,先祖
317,superstition,迷信
318,rim,縁
319,prestige,名声
320,conspiracy,陰謀
321,attroney,弁護士
322,trifle,少額の金
323,diplomacy,外交
324,archaeology,考古学
325,stationery,文房具
326,menace,脅迫
327,premier,首相
328,liability,法的責任
329,sophomore,2年生
330,bliss,無上の幸福
331,renewal,更新
332,corps,部隊
333,monarchy,君主制
334,foe,敵
335,freight,貨物運送
336,satire,風刺
337,polar,極地の
338,identical,同一の
339,prior,前の
340,behavioral,行動の
341,subjective,主観的な
342,linguistic,言語の
343,verbal,口頭の
344,comprehensive,包括的な
345,subsequent,次の
346,clinical,臨床の
347,allergic,アレルギーの
348,given,定められた
349,intensive,集中的な
350,arrogant,横柄な
351,variable,変わりやすい
352,preferable,好ましい
353,indispensable,不可欠な
354,messy,散らかった
355,vertical,垂直の
356,selective,目の肥えた
357,anonymous,匿名の
358,straightforward,正直な
359,inherent,生まれつきの
360,spontaneous,自然に起こる
361,sanitary,衛生的な
362,alternate,代わりの
363,formidable,てごわい
364,drastic,徹底的な
365,fiscal,財政上の
366,commonplace,ごく普通の
367,statistical,統計の
368,static,静的な
369,legitimate,合法の
370,notable,注目すべき
371,metropolitan,大都市の
372,applicable,適用できる
373,patriotic,愛国的な
374,constitutional,憲法の
375,approximate,おおよその
376,knowledgeable,博識な
377,idealistic,理想主義的な
378,leftover,残りの
379,temperate,温和な
380,destined,運命にある
381,tedious,退屈な
382,tiresome,飽き飽きする
383,legislative,立法上の
384,mute,無言の
385,eventual,最終的な
386,prevalent,普及している
387,clumsy,ぎこちない
388,orderly,整頓された
389,invalid,無効な
390,weird,風変わりな
391,outgoing,社交的な
392,decisive,決定的な
393,prospective,有望な
394,virtuous,徳の高い
395,exquisite,非常に美しい
396,ingenious,工夫に富む
397,stout,どっちりした
398,gigantic,巨大な
399,intact,無傷の
400,respective,それぞれの
401,civic,都市の
402,talkative,話し好きな
403,chaotic,無秩序の
404,tranquil,静かな
405,confidential,秘密の
406,weary,疲れた
407,liable,法的責任がある
408,intentional,意図的な
409,indignant,憤った
410,monotonous,単調な
411,eloquent,雄弁な
412,crude,無礼な
413,simultaneous,同時の
414,concise,簡潔な
415,feminine,女らしい
416,insane,正気でない
417,superb,素晴らしい
418,desolate,荒れ果てた
419,incessant,絶え間のない
420,eccentric,常軌を逸した
421,innumerable,無数の
422,obstinate,頑固な
423,qualified,資格のある
424,captive,捕虜になった
425,affectionate,愛情のこもった
426,tolerant,寛大な
427,courteous,礼儀丁寧な
428,municipal,地方自治の
429,insulting,侮辱的な
430,unanimous,満場一致の
431,challenged,障害のある
432,eminent,著名な
433,pathetic,哀れな
434,masculine,男らしい
435,shabby,使い古した
436,dismal,陰気な
437,vulgar,下品な
438,dogmatic,独断的な
439,queer,奇妙な
440,cordial,心からの
441,steadfast,不動の
442,melancholy,憂鬱な
443,consequent,結果として起こる
444,sublime,崇高な
445,sullen,不機嫌な
446,pious,信心深い
447,humid,湿気の多い
448,perpetual,果てしない
449,arise,生じる
450,scan,ざっとみる
451,underlie,基礎となる
452,commute,通勤する
453,advocate,支持する
454,nurture,はぐくむ
455,depict,表現する
456,conserve,保護する
457,discriminate,差別する
458,disregard,無視する
459,disrupt,混乱させる
460,accelerate,加速する
461,facilitate,促進する
462,migrate,移動する
463,intervene,調停する
464,delete,削除する
465,array,配置する
466,transplant,移植する
467,suffice,十分である
468,integrate,統合する
469,speculate,臆測する
470,humiliate,恥をかかせる
471,stroll,ぶらぶら歩く
472,expel,除名する
473,designate,指名する
474,ascribe,～のせいにする
475,endorse,承認する
476,compile,編集する
477,lure,誘惑する
478,abound,たくさんある
479,allocate,割り当てる
480,rotate,回転する
481,liberate,開放する
482,endow,寄付する
483,inhibit,妨げる
484,emigrate,移住する
485,yearn,切望する
486,withhold,与えずにおく
487,minimize,最小限にする
488,expire,期限が切れる
489,offset,埋め合わせる
490,stabilize,安定させる
491,comply,従う
492,adhere,くっつく
493,intercept,奪う
494,discern,理解する
495,enroll,入学する
496,consolidate,合併する
497,extinguish,消す
498,shudder,身震いする
499,merge,合併する
500,dispense,分配する
501,collide,衝突する
502,sneak,こっそり入る
503,aspire,切望する
504,recede,後退する
505,notify,知らせる
506,audit,検査する
507,prosecute,起訴する
508,quake,震える
509,slaughter,殺す
510,ascertain,確かめる
511,persecute,迫害する
512,foil,失敗させる
513,slot,時間枠
514,trigger,引き金
515,trail,特徴
516,literacy,読み書き能力
517,gender,性
518,bully,いじめっ子
519,dilemma,板挟み
520,intake,摂取量
521,habitat,生息地
522,groom,新郎
523,celebrity,著名人
524,applicant,応募者
525,analogy,類似
526,disposal,処分
527,intuition,直観
528,epidemic,流行
529,enterpreneur,起業家
530,millennium,1000年間
531,hierarchy,階級制度
532,hive,ミツバチの巣箱
533,compassion,思いやり
534,protein,タンパク質
535,galaxy,銀河
536,radiation,放射線
537,breakthrough,打開
538,questionnaire,アンケート
539,locomotive,機関車
540,hemisphere,半球
541,encyclopedia,百科事典
542,hybrid,雑種
543,autonomy,自治
544,prophecy,予言
545,integrity,誠実さ
546,coalition,連合
547,crusate,改革運動
548,subordinate,部下
549,exploitation,搾取
550,anatomy,解剖学
551,equilibrium,釣り合い
552,gauge,計器
553,aristocracy,貴族
554,legacy,遺産
555,rite,儀式
556,posture,姿勢
557,statute,法令
558,botany,植物学
559,recipient,受取人
560,assault,暴行
561,relevance,関連
562,novelty,目新しいもの
563,segment,部分
564,query,質問
565,temperament,気質
566,periodical,定期刊行物
567,casualty,死傷者
568,eruption,勃発
569,vetaran,退役軍人
570,plea,嘆願
571,spouse,配偶者
572,practitioner,開業者
573,entity,存在
574,addict,中毒者
575,warehouse,倉庫
576,aviation,飛行
577,custody,保護
578,resignation,辞職
579,reactor,原子炉
580,quota,割当量
581,skeleton,骨格
582,hostage,人質
583,pharmacy,薬局
584,lawsuit,訴訟
585,portfolio,書類かｂん
586,conceit,うぬぼれ
587,velocity,速度
588,closure,閉鎖
589,invoice,送り状
590,maze,迷路
591,takeover,乗っ取り
592,pilgrim,巡礼者
593,spine,背骨
594,creed,信条
595,bail,保釈金
596,turmoil,混乱
597,vent,穴
598,streak,筋
599,plaintiff,原告
600,gymnasium,体育館
601,mob,暴徒
602,anguish,激しい苦痛
603,charcoal,木炭
604,novice,初心者
605,breach,違反
606,voucher,引換券
607,forestry,林業
608,hypocrisy,偽善
